video,category,true_label,prediction,fake_prob,real_prob
00072_id07194_wavtolip.mp4,FakeVideo-RealAudio,1,1,0.7841796875,0.220703125
00021_id01175_wavtolip.mp4,FakeVideo-RealAudio,1,0,0.38916015625,0.61474609375
00050_id01598_wavtolip.mp4,FakeVideo-RealAudio,1,1,0.72607421875,0.27734375
00111_id07194_NDJaiff98Fo.mp4,FakeVideo-RealAudio,1,1,0.53369140625,0.4658203125
00044_id01076_wavtolip.mp4,FakeVideo-RealAudio,1,0,0.368896484375,0.63427734375
00288_id01105_wavtolip.mp4,FakeVideo-RealAudio,1,1,0.57568359375,0.42529296875
00092_id03781_wavtolip.mp4,FakeVideo-RealAudio,1,0,0.419189453125,0.58447265625
00139_id05920_wavtolip.mp4,FakeVideo-RealAudio,1,0,0.341552734375,0.6611328125
00271_id01838_wavtolip.mp4,FakeVideo-RealAudio,1,0,0.403564453125,0.60009765625
00165_id08457_wavtolip.mp4,FakeVideo-RealAudio,1,0,0.345947265625,0.65771484375
00010_id04216_uDwxIsHkBIM.mp4,FakeVideo-RealAudio,1,0,0.362548828125,0.640625
00038_id07108_qwfQPcvjGRY.mp4,FakeVideo-RealAudio,1,0,0.457763671875,0.5439453125
00014_id00232_kL0cCveU1zg.mp4,FakeVideo-RealAudio,1,0,0.333984375,0.66845703125
00039_id00842__jwlpdZvqus.mp4,FakeVideo-RealAudio,1,0,0.346923828125,0.6552734375
00017_id00306_CDX55F3nWNc.mp4,FakeVideo-RealAudio,1,0,0.387451171875,0.6162109375
00052_id09053_6baCAGutGFg_faceswap.mp4,FakeVideo-RealAudio,1,0,0.40087890625,0.6025390625
00083_id00417_GhIZam3v09g.mp4,FakeVideo-RealAudio,1,0,0.359619140625,0.64404296875
00021_id08299_wavtolip.mp4,FakeVideo-RealAudio,1,1,0.626953125,0.37744140625
00045_id07165_oJ_iy16IBTM.mp4,FakeVideo-RealAudio,1,0,0.37939453125,0.62353515625
00125_id00581_7AxvP19LGKg.mp4,FakeVideo-RealAudio,1,0,0.365478515625,0.6396484375
00005_id03815_wavtolip.mp4,FakeVideo-RealAudio,1,0,0.380615234375,0.62451171875
00136_id00618__TwV2SmUIlY.mp4,FakeVideo-RealAudio,1,0,0.424072265625,0.5791015625
00005_id00431_DyRvPN6rEfU.mp4,FakeVideo-RealAudio,1,0,0.355224609375,0.64794921875
00280_id01124_Lnf2oGSM00s.mp4,FakeVideo-RealAudio,1,0,0.42041015625,0.58203125
00072_id03599_wavtolip.mp4,FakeVideo-RealAudio,1,0,0.375732421875,0.62841796875
00052_id09053_6baCAGutGFg.mp4,FakeVideo-RealAudio,1,1,0.8232421875,0.181396484375
00015_id00591_1Jo8xElXQMs.mp4,FakeVideo-RealAudio,1,0,0.39404296875,0.60986328125
00048_id00554_crjq1dFN1Ko_faceswap.mp4,FakeVideo-RealAudio,1,0,0.3369140625,0.66455078125
00273_id01838_wavtolip.mp4,FakeVideo-RealAudio,1,0,0.37890625,0.62451171875
00078_id02268_irA9myDvW-I.mp4,FakeVideo-RealAudio,1,0,0.3193359375,0.6826171875
00019_id04726_i72-Hb0jayI.mp4,FakeVideo-RealAudio,1,0,0.483642578125,0.51708984375
00006_id04144__FJg9YswRzQ.mp4,FakeVideo-RealAudio,1,0,0.34716796875,0.65576171875
00032_id03940_axeR0CLu96U.mp4,FakeVideo-RealAudio,1,0,0.457275390625,0.54443359375
00015_id00261_gYQ5Scz5FnA.mp4,FakeVideo-RealAudio,1,0,0.338623046875,0.6640625
00010_id04540_wavtolip.mp4,FakeVideo-RealAudio,1,0,0.44091796875,0.56103515625
00048_id00618__TwV2SmUIlY.mp4,FakeVideo-RealAudio,1,0,0.35595703125,0.6474609375
00206_id03605_wavtolip.mp4,FakeVideo-RealAudio,1,0,0.334716796875,0.6669921875
00004_0.mp4,FakeVideo-RealAudio,1,1,0.5068359375,0.494140625
00010_id00484_wavtolip.mp4,FakeVideo-RealAudio,1,0,0.32470703125,0.67724609375
00202_id00350_75IFJNFAMIM.mp4,FakeVideo-RealAudio,1,1,0.6396484375,0.36376953125
00093_id00379_fgkgYHCuk4g.mp4,FakeVideo-RealAudio,1,0,0.345703125,0.65673828125
00031_id01597_wavtolip.mp4,FakeVideo-RealAudio,1,0,0.41162109375,0.59228515625
00017_id00126_wavtolip.mp4,FakeVideo-RealAudio,1,0,0.328369140625,0.67333984375
00005_id03371_wavtolip.mp4,FakeVideo-RealAudio,1,1,0.71826171875,0.28662109375
00092_id06752_wavtolip.mp4,FakeVideo-RealAudio,1,0,0.364013671875,0.63916015625
00253_id01168_Uz7M0nTbgWM.mp4,FakeVideo-RealAudio,1,0,0.351806640625,0.6513671875
00069_id06594_wavtolip.mp4,FakeVideo-RealAudio,1,0,0.3876953125,0.61669921875
00023_id06254_wavtolip.mp4,FakeVideo-RealAudio,1,0,0.3544921875,0.6494140625
00113_id01005_wavtolip.mp4,FakeVideo-RealAudio,1,0,0.414306640625,0.5888671875
00020_id04414_0sJN-9GIO-M.mp4,FakeVideo-RealAudio,1,0,0.42333984375,0.57958984375
00072_id01157_yDgqfOWVKko.mp4,FakeVideo-RealAudio,1,0,0.3818359375,0.6220703125
00118_id00987_wavtolip.mp4,FakeVideo-RealAudio,1,1,0.52197265625,0.47705078125
00083_id05235_ASy8lP3SRtw_id05231_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.890625,0.1124267578125
00021_id00761_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.96533203125,0.035888671875
00202_id08457_vFyjAJwQulM_id00860_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.9296875,0.07330322265625
00195_id04526_wavtolip.mp4,FakeVideo-FakeAudio,1,0,0.425048828125,0.57763671875
00146_id00745_eODND1ul7vE_faceswap_id06334_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.845703125,0.1588134765625
00051_id04884_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.93603515625,0.06646728515625
00001_id01907_LBcRkuRq0uY_id04540_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.92138671875,0.08135986328125
00028_id01099_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.86279296875,0.1416015625
00042_id02071_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.90966796875,0.093505859375
00046_id00234_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.76318359375,0.24169921875
00053_id00062_bctnrIvZHTs_id01239_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.90185546875,0.10125732421875
00167_3_id01392_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.9560546875,0.04595947265625
00320_id01544_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.94970703125,0.052337646484375
00080_id05251_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.7626953125,0.241455078125
00241_id07058_JXJTxhrICl0_id07163_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.85595703125,0.1484375
00154_id00459_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.97265625,0.0284423828125
00015_id00919_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.93359375,0.06903076171875
00001_id00633_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.7001953125,0.3037109375
00053_id01521_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.859375,0.1446533203125
00048_id00183_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.94921875,0.05291748046875
00105_id02587_KzwJPH5_8j0_id05576_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.8076171875,0.197265625
00028_id00498_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.93408203125,0.06842041015625
00470_id01044_yL58R6zBNf4_id01192_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.87060546875,0.133056640625
00015_id08457_vFyjAJwQulM_id03344_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.66015625,0.34375
00143_id01238_VPdv2sexRy0_id00381_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.654296875,0.350830078125
00052_id00234_M3g5KRLJB60_faceswap_id00806_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.763671875,0.2410888671875
00135_id04529_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.86865234375,0.13525390625
00118_id00476_UgdYVJ6xPYg_id00076_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.9443359375,0.05792236328125
00001_id04691_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.95068359375,0.05108642578125
00053_id01192_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.91162109375,0.09088134765625
00025_id06437_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.91845703125,0.08447265625
00135_id01026_rM4ZERt7oM0_id04583_wavtolip.mp4,FakeVideo-FakeAudio,1,0,0.482666015625,0.5185546875
00183_2_id04687_wavtolip.mp4,FakeVideo-FakeAudio,1,1,1.0,0.00025916099548339844
00114_id00103_qpTVaP4y5DQ_faceswap_id07194_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.96630859375,0.034820556640625
00052_2_id03559_wavtolip.mp4,FakeVideo-FakeAudio,1,0,0.45556640625,0.5458984375
00001_id00568_gakhcJXnJZ8_id03656_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.94189453125,0.060089111328125
00130_id05252_CMxIX3absYM_id02721_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.7431640625,0.26220703125
00012_0_id01168_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.923828125,0.07891845703125
00065_id02586_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.75634765625,0.24853515625
00021_id00179_Ux9OYyipQi8_faceswap_id00169_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.95947265625,0.04217529296875
00181_id00029_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.90283203125,0.100341796875
00078_id00042_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.8857421875,0.11798095703125
00040_id04562_qio_Gs7wjvY_faceswap_id00078_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.93994140625,0.061981201171875
00002_2_id00944_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.88427734375,0.11932373046875
00078_id00272_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.91552734375,0.08740234375
00037_id00292_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.9189453125,0.08416748046875
00183_id04789_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.939453125,0.06292724609375
00253_id01044_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.82080078125,0.18408203125
00059_id00832_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.95751953125,0.04400634765625
00044_id01052_Kf4nlIEHfaU_id00520_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.7578125,0.2467041015625
00015_id00417_GhIZam3v09g_faceswap_id05920_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.53955078125,0.4619140625
00021_id00806_0sk9s9lFIAk_id00042_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.90576171875,0.097412109375
00002_id00495_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.8828125,0.12115478515625
00143_id04216_uDwxIsHkBIM_id01035_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.98876953125,0.01229095458984375
00005_id00271_je6JSLqEEcw_id00232_wavtolip.mp4,FakeVideo-FakeAudio,1,0,0.469482421875,0.5322265625
00160_id05631_xXRQCFAdR-0_id06443_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.60302734375,0.399658203125
00005_id05252_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.9189453125,0.08404541015625
00005_id00366_RSOgEoek8WM_id02268_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.73876953125,0.266357421875
00038_id00078_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.91455078125,0.0885009765625
00083_id03815_hw41YlLps4w_id05435_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.85205078125,0.152587890625
00015_id01783_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.9072265625,0.095703125
00154_id04537_G1e1UFopjfI_faceswap_id00860_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.9638671875,0.037811279296875
00273_id00577_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.69189453125,0.312744140625
00012_3_id01124_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.95703125,0.04486083984375
00135_id02619_6AKIR2gTCNU_id04490_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.89453125,0.109130859375
00195_id00458_K4t1pQZL7ck_faceswap_id01225_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.92919921875,0.07342529296875
00257_0_id03678_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.93408203125,0.06842041015625
00110_2_id00126_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.61376953125,0.387451171875
00005_id00169_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.9228515625,0.07989501953125
00278_id01201_Q8XWfmNiWYA_id00052_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.759765625,0.2454833984375
00015_id09171_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.818359375,0.18603515625
00186_id03344_vyNnOo6lU0o_id07210_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.9736328125,0.0272674560546875
00010_id01907_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.6884765625,0.315185546875
00125_id00373_5NXv3Dxkd6E_id03858_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.599609375,0.4013671875
00030_id06462_Nn79kE76MA4_faceswap_id02587_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.9462890625,0.055816650390625
00340_id03205_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.92919921875,0.0728759765625
00195_id00816_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.95166015625,0.050506591796875
00110_id00863_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.9541015625,0.04779052734375
00028_id00835_zWTp4szbb5k_id00848_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.89697265625,0.10650634765625
00253_id03757_L-M-XbdFLQM_id00345_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.92431640625,0.0784912109375
00005_id07194_NDJaiff98Fo_faceswap_id03945_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.91748046875,0.0855712890625
00040_id00265_dZq57FoxXR4_id00519_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.9091796875,0.09368896484375
00015_id06354_PmWLmcJNUhM_faceswap_id00414_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.7744140625,0.230224609375
00028_id07686_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.912109375,0.091064453125
00052_id01207_mt129WTRSII_id02005_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.9658203125,0.035552978515625
00118_id00082_wavtolip (1).mp4,FakeVideo-FakeAudio,1,1,0.88525390625,0.1181640625
00167_id00391_TjJgUZaenWI_id01598_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.96484375,0.0364990234375
00013_id00488_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.62890625,0.374755859375
00028_id00169__V1xAwwG29U_id00243_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.9619140625,0.039337158203125
00186_id07194_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.96435546875,0.037322998046875
00027_id05251_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.85009765625,0.1533203125
00048_id09171_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.88623046875,0.11737060546875
00004_id00484_u7YTz8eFZv0_id00188_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.89111328125,0.1124267578125
00161_id05845_XfMHm6CEwPw_faceswap_id06439_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.93359375,0.06903076171875
00028_id04599_Q60DPi5Nhmk_id03945_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.8994140625,0.1041259765625
00120_id01098_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.96826171875,0.032958984375
00025_id00088_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.96875,0.03228759765625
00078_2_id00025_wavtolip.mp4,FakeVideo-FakeAudio,1,1,0.955078125,0.046630859375
