file,category,corruption,true_label,prediction,success,openavff_prob,visual_signal,fusion_prob
00143_clean.mp4,RealVideo-RealAudio,clean,0,real,True,0.491943359375,0.0,0.3935546875
00143_video_crf40.mp4,RealVideo-RealAudio,video_crf40,0,real,True,0.491455078125,0.0,0.3931640625
00143_video_360p.mp4,RealVideo-RealAudio,video_360p,0,real,True,0.49169921875,0.0,0.393359375
00143_video_dark.mp4,RealVideo-RealAudio,video_dark,0,real,True,0.5048828125,0.0,0.40390625
00143_audio_aac_32k.mp4,RealVideo-RealAudio,audio_aac_32k,0,real,True,0.491943359375,0.0,0.3935546875
00143_audio_noise.mp4,RealVideo-RealAudio,audio_noise,0,real,True,0.49951171875,0.0,0.39960937500000004
00015_id07194_wavtolip_clean.mp4,FakeVideo-FakeAudio,clean,1,fake,True,1.0,0.0,0.8
00015_id07194_wavtolip_video_crf40.mp4,FakeVideo-FakeAudio,video_crf40,1,fake,True,1.0,0.0,0.8
00015_id07194_wavtolip_video_360p.mp4,FakeVideo-FakeAudio,video_360p,1,fake,True,1.0,0.0,0.8
00015_id07194_wavtolip_video_dark.mp4,FakeVideo-FakeAudio,video_dark,1,fake,True,1.0,0.0,0.8
00015_id07194_wavtolip_audio_aac_32k.mp4,FakeVideo-FakeAudio,audio_aac_32k,1,fake,True,1.0,0.0,0.8
00015_id07194_wavtolip_audio_noise.mp4,FakeVideo-FakeAudio,audio_noise,1,real,False,0.53125,0.0,0.42500000000000004
00109_id02316_wavtolip_clean.mp4,FakeVideo-FakeAudio,clean,1,fake,True,1.0,0.008600426441297316,0.8017200852882596
00109_id02316_wavtolip_video_crf40.mp4,FakeVideo-FakeAudio,video_crf40,1,fake,True,1.0,0.24879438680429727,0.8497588773608595
00109_id02316_wavtolip_video_360p.mp4,FakeVideo-FakeAudio,video_360p,1,fake,True,1.0,0.0,0.8
00109_id02316_wavtolip_video_dark.mp4,FakeVideo-FakeAudio,video_dark,1,fake,True,1.0,0.2517855407650193,0.8503571081530039
00109_id02316_wavtolip_audio_aac_32k.mp4,FakeVideo-FakeAudio,audio_aac_32k,1,fake,True,0.7353515625,0.008600426441297316,0.5900013352882595
00109_id02316_wavtolip_audio_noise.mp4,FakeVideo-FakeAudio,audio_noise,1,real,False,0.509765625,0.008600426441297316,0.4095325852882595
00014_id03371_truKMXt8Dak_faceswap_id01018_wavtolip_clean.mp4,FakeVideo-FakeAudio,clean,1,fake,True,1.0,0.6195831098616954,0.9239166219723391
00014_id03371_truKMXt8Dak_faceswap_id01018_wavtolip_video_crf40.mp4,FakeVideo-FakeAudio,video_crf40,1,fake,True,1.0,0.5348528792153536,0.9069705758430708
00014_id03371_truKMXt8Dak_faceswap_id01018_wavtolip_video_360p.mp4,FakeVideo-FakeAudio,video_360p,1,fake,True,1.0,0.5146118195542952,0.9029223639108591
00014_id03371_truKMXt8Dak_faceswap_id01018_wavtolip_video_dark.mp4,FakeVideo-FakeAudio,video_dark,1,fake,True,1.0,0.5,0.9
00014_id03371_truKMXt8Dak_faceswap_id01018_wavtolip_audio_aac_32k.mp4,FakeVideo-FakeAudio,audio_aac_32k,1,fake,True,1.0,0.6195831098616954,0.9239166219723391
00014_id03371_truKMXt8Dak_faceswap_id01018_wavtolip_audio_noise.mp4,FakeVideo-FakeAudio,audio_noise,1,fake,True,0.52734375,0.6195831098616954,0.5457916219723391
00028_id00806_wavtolip_clean.mp4,FakeVideo-FakeAudio,clean,1,fake,True,1.0,0.0,0.8
00028_id00806_wavtolip_video_crf40.mp4,FakeVideo-FakeAudio,video_crf40,1,fake,True,1.0,0.0,0.8
00028_id00806_wavtolip_video_360p.mp4,FakeVideo-FakeAudio,video_360p,1,fake,True,1.0,0.0,0.8
00028_id00806_wavtolip_video_dark.mp4,FakeVideo-FakeAudio,video_dark,1,fake,True,1.0,0.0,0.8
00028_id00806_wavtolip_audio_aac_32k.mp4,FakeVideo-FakeAudio,audio_aac_32k,1,fake,True,1.0,0.0,0.8
00028_id00806_wavtolip_audio_noise.mp4,FakeVideo-FakeAudio,audio_noise,1,real,False,0.499267578125,0.0,0.3994140625
00217_id00775_yeCUxHgUHxc_id01201_wavtolip_clean.mp4,FakeVideo-FakeAudio,clean,1,fake,True,1.0,0.5414457770201955,0.9082891554040391
00217_id00775_yeCUxHgUHxc_id01201_wavtolip_video_crf40.mp4,FakeVideo-FakeAudio,video_crf40,1,fake,True,1.0,0.5273530650724343,0.905470613014487
00217_id00775_yeCUxHgUHxc_id01201_wavtolip_video_360p.mp4,FakeVideo-FakeAudio,video_360p,1,fake,True,1.0,0.5413220872553582,0.9082644174510717
00217_id00775_yeCUxHgUHxc_id01201_wavtolip_video_dark.mp4,FakeVideo-FakeAudio,video_dark,1,fake,True,1.0,0.5,0.9
00217_id00775_yeCUxHgUHxc_id01201_wavtolip_audio_aac_32k.mp4,FakeVideo-FakeAudio,audio_aac_32k,1,fake,True,1.0,0.5414457770201955,0.9082891554040391
00217_id00775_yeCUxHgUHxc_id01201_wavtolip_audio_noise.mp4,FakeVideo-FakeAudio,audio_noise,1,fake,True,0.5166015625,0.5414457770201955,0.5215704054040391
00044_id00498_wavtolip_clean.mp4,FakeVideo-FakeAudio,clean,1,fake,True,1.0,0.20730287133793412,0.8414605742675869
00044_id00498_wavtolip_video_crf40.mp4,FakeVideo-FakeAudio,video_crf40,1,fake,True,1.0,0.171493660118809,0.8342987320237618
00044_id00498_wavtolip_video_360p.mp4,FakeVideo-FakeAudio,video_360p,1,fake,True,1.0,0.21013467042955503,0.842026934085911
00044_id00498_wavtolip_video_dark.mp4,FakeVideo-FakeAudio,video_dark,1,fake,True,1.0,0.0,0.8
00044_id00498_wavtolip_audio_aac_32k.mp4,FakeVideo-FakeAudio,audio_aac_32k,1,fake,True,0.6865234375,0.20730287133793412,0.5906793242675868
00044_id00498_wavtolip_audio_noise.mp4,FakeVideo-FakeAudio,audio_noise,1,real,False,0.509765625,0.20730287133793412,0.44927307426758684
00048_id00559_wavtolip_clean.mp4,FakeVideo-FakeAudio,clean,1,fake,True,1.0,0.06136449257948794,0.8122728985158977
00048_id00559_wavtolip_video_crf40.mp4,FakeVideo-FakeAudio,video_crf40,1,fake,True,1.0,0.11812848821770909,0.8236256976435419
00048_id00559_wavtolip_video_360p.mp4,FakeVideo-FakeAudio,video_360p,1,fake,True,1.0,0.0,0.8
00048_id00559_wavtolip_video_dark.mp4,FakeVideo-FakeAudio,video_dark,1,fake,True,1.0,0.0,0.8
00048_id00559_wavtolip_audio_aac_32k.mp4,FakeVideo-FakeAudio,audio_aac_32k,1,fake,True,1.0,0.06136449257948794,0.8122728985158977
00048_id00559_wavtolip_audio_noise.mp4,FakeVideo-FakeAudio,audio_noise,1,real,False,0.5078125,0.06136449257948794,0.4185228985158976
00231_id06428_wavtolip_clean.mp4,FakeVideo-FakeAudio,clean,1,fake,True,1.0,0.0011748183280816482,0.8002349636656164
00231_id06428_wavtolip_video_crf40.mp4,FakeVideo-FakeAudio,video_crf40,1,fake,True,1.0,0.0,0.8
00231_id06428_wavtolip_video_360p.mp4,FakeVideo-FakeAudio,video_360p,1,fake,True,1.0,0.0,0.8
00231_id06428_wavtolip_video_dark.mp4,FakeVideo-FakeAudio,video_dark,1,fake,True,1.0,0.2787593670078543,0.8557518734015709
00231_id06428_wavtolip_audio_aac_32k.mp4,FakeVideo-FakeAudio,audio_aac_32k,1,fake,True,1.0,0.0011748183280816482,0.8002349636656164
00231_id06428_wavtolip_audio_noise.mp4,FakeVideo-FakeAudio,audio_noise,1,real,False,0.51220703125,0.0011748183280816482,0.41000058866561634
00320_id00076_Isiq7cA-DNE_faceswap_id00366_wavtolip_clean.mp4,FakeVideo-FakeAudio,clean,1,fake,True,1.0,0.35254966064573334,0.8705099321291467
00320_id00076_Isiq7cA-DNE_faceswap_id00366_wavtolip_video_crf40.mp4,FakeVideo-FakeAudio,video_crf40,1,fake,True,1.0,0.5540671407163781,0.9108134281432757
00320_id00076_Isiq7cA-DNE_faceswap_id00366_wavtolip_video_360p.mp4,FakeVideo-FakeAudio,video_360p,1,fake,True,1.0,0.20420080471707935,0.840840160943416
00320_id00076_Isiq7cA-DNE_faceswap_id00366_wavtolip_video_dark.mp4,FakeVideo-FakeAudio,video_dark,1,fake,True,1.0,0.30956016826911376,0.8619120336538229
00320_id00076_Isiq7cA-DNE_faceswap_id00366_wavtolip_audio_aac_32k.mp4,FakeVideo-FakeAudio,audio_aac_32k,1,fake,True,1.0,0.35254966064573334,0.8705099321291467
00320_id00076_Isiq7cA-DNE_faceswap_id00366_wavtolip_audio_noise.mp4,FakeVideo-FakeAudio,audio_noise,1,real,False,0.53662109375,0.35254966064573334,0.4998068071291467
00028_id00775_wavtolip_clean.mp4,FakeVideo-FakeAudio,clean,1,fake,True,1.0,0.0,0.8
00028_id00775_wavtolip_video_crf40.mp4,FakeVideo-FakeAudio,video_crf40,1,fake,True,1.0,0.0,0.8
00028_id00775_wavtolip_video_360p.mp4,FakeVideo-FakeAudio,video_360p,1,fake,True,1.0,0.0,0.8
00028_id00775_wavtolip_video_dark.mp4,FakeVideo-FakeAudio,video_dark,1,fake,True,1.0,0.0,0.8
00028_id00775_wavtolip_audio_aac_32k.mp4,FakeVideo-FakeAudio,audio_aac_32k,1,fake,True,0.978515625,0.0,0.7828125
00028_id00775_wavtolip_audio_noise.mp4,FakeVideo-FakeAudio,audio_noise,1,real,False,0.51513671875,0.0,0.412109375
00092_id00087_wavtolip_clean.mp4,FakeVideo-RealAudio,clean,1,fake,True,1.0,0.0,0.8
00092_id00087_wavtolip_video_crf40.mp4,FakeVideo-RealAudio,video_crf40,1,fake,True,1.0,0.0,0.8
00092_id00087_wavtolip_video_360p.mp4,FakeVideo-RealAudio,video_360p,1,fake,True,1.0,0.0,0.8
00092_id00087_wavtolip_video_dark.mp4,FakeVideo-RealAudio,video_dark,1,fake,True,1.0,0.0,0.8
00092_id00087_wavtolip_audio_aac_32k.mp4,FakeVideo-RealAudio,audio_aac_32k,1,fake,True,1.0,0.0,0.8
00092_id00087_wavtolip_audio_noise.mp4,FakeVideo-RealAudio,audio_noise,1,real,False,0.51220703125,0.0,0.409765625
00015_id07194_NDJaiff98Fo_clean.mp4,FakeVideo-RealAudio,clean,1,fake,True,0.56591796875,0.5,0.552734375
00015_id07194_NDJaiff98Fo_video_crf40.mp4,FakeVideo-RealAudio,video_crf40,1,fake,True,0.56640625,0.4712571026468811,0.5473764205293762
00015_id07194_NDJaiff98Fo_video_360p.mp4,FakeVideo-RealAudio,video_360p,1,fake,True,0.5498046875,0.5,0.5398437500000001
00015_id07194_NDJaiff98Fo_video_dark.mp4,FakeVideo-RealAudio,video_dark,1,fake,True,0.57470703125,0.20578750100221962,0.5009231252004439
00015_id07194_NDJaiff98Fo_audio_aac_32k.mp4,FakeVideo-RealAudio,audio_aac_32k,1,fake,True,0.5810546875,0.5,0.56484375
00015_id07194_NDJaiff98Fo_audio_noise.mp4,FakeVideo-RealAudio,audio_noise,1,fake,True,0.517578125,0.5,0.5140625
00037_id00231_wavtolip_clean.mp4,FakeVideo-RealAudio,clean,1,fake,True,1.0,0.2831314393139123,0.8566262878627825
00037_id00231_wavtolip_video_crf40.mp4,FakeVideo-RealAudio,video_crf40,1,fake,True,1.0,0.4229841784178038,0.8845968356835608
00037_id00231_wavtolip_video_360p.mp4,FakeVideo-RealAudio,video_360p,1,fake,True,1.0,0.13253305197210935,0.8265066103944219
00037_id00231_wavtolip_video_dark.mp4,FakeVideo-RealAudio,video_dark,1,fake,True,1.0,0.3927919292542023,0.8785583858508406
00037_id00231_wavtolip_audio_aac_32k.mp4,FakeVideo-RealAudio,audio_aac_32k,1,fake,True,1.0,0.2831314393139123,0.8566262878627825
00037_id00231_wavtolip_audio_noise.mp4,FakeVideo-RealAudio,audio_noise,1,real,False,0.52783203125,0.2831314393139123,0.4788919128627825
00083_id02089_wavtolip_clean.mp4,FakeVideo-RealAudio,clean,1,fake,True,1.0,0.0,0.8
00083_id02089_wavtolip_video_crf40.mp4,FakeVideo-RealAudio,video_crf40,1,fake,True,1.0,0.0,0.8
00083_id02089_wavtolip_video_360p.mp4,FakeVideo-RealAudio,video_360p,1,fake,True,1.0,0.0,0.8
00083_id02089_wavtolip_video_dark.mp4,FakeVideo-RealAudio,video_dark,1,fake,True,1.0,0.05212871021123223,0.8104257420422465
00083_id02089_wavtolip_audio_aac_32k.mp4,FakeVideo-RealAudio,audio_aac_32k,1,fake,True,1.0,0.0,0.8
00083_id02089_wavtolip_audio_noise.mp4,FakeVideo-RealAudio,audio_noise,1,real,False,0.50146484375,0.0,0.401171875
00014_id03844_wavtolip_clean.mp4,FakeVideo-RealAudio,clean,1,fake,True,1.0,0.64988323267375,0.9299766465347501
00014_id03844_wavtolip_video_crf40.mp4,FakeVideo-RealAudio,video_crf40,1,fake,True,1.0,0.3961353390760872,0.8792270678152175
00014_id03844_wavtolip_video_360p.mp4,FakeVideo-RealAudio,video_360p,1,fake,True,1.0,0.5517962845608805,0.9103592569121761
00014_id03844_wavtolip_video_dark.mp4,FakeVideo-RealAudio,video_dark,1,fake,True,1.0,0.5,0.9
00014_id03844_wavtolip_audio_aac_32k.mp4,FakeVideo-RealAudio,audio_aac_32k,1,fake,True,1.0,0.64988323267375,0.9299766465347501
00014_id03844_wavtolip_audio_noise.mp4,FakeVideo-RealAudio,audio_noise,1,fake,True,0.5224609375,0.64988323267375,0.54794539653475
00254_id02089_wavtolip_clean.mp4,FakeVideo-RealAudio,clean,1,fake,True,1.0,0.32495293622803273,0.8649905872456066
00254_id02089_wavtolip_video_crf40.mp4,FakeVideo-RealAudio,video_crf40,1,fake,True,1.0,0.2116767298558504,0.8423353459711701
00254_id02089_wavtolip_video_360p.mp4,FakeVideo-RealAudio,video_360p,1,fake,True,1.0,0.2234154994977416,0.8446830998995484
00254_id02089_wavtolip_video_dark.mp4,FakeVideo-RealAudio,video_dark,1,fake,True,1.0,0.2348137905968079,0.8469627581193616
00254_id02089_wavtolip_audio_aac_32k.mp4,FakeVideo-RealAudio,audio_aac_32k,1,fake,True,1.0,0.32495293622803273,0.8649905872456066
00254_id02089_wavtolip_audio_noise.mp4,FakeVideo-RealAudio,audio_noise,1,real,False,0.49658203125,0.32495293622803273,0.46225621224560653
00160_id01098_wavtolip_clean.mp4,FakeVideo-RealAudio,clean,1,fake,True,1.0,0.023694469460418588,0.8047388938920838
00160_id01098_wavtolip_video_crf40.mp4,FakeVideo-RealAudio,video_crf40,1,fake,True,1.0,0.1968964655549167,0.8393792931109834
00160_id01098_wavtolip_video_360p.mp4,FakeVideo-RealAudio,video_360p,1,fake,True,1.0,0.0,0.8
00160_id01098_wavtolip_video_dark.mp4,FakeVideo-RealAudio,video_dark,1,fake,True,1.0,0.0,0.8
00160_id01098_wavtolip_audio_aac_32k.mp4,FakeVideo-RealAudio,audio_aac_32k,1,real,False,0.5400390625,0.023694469460418588,0.43677014389208374
00160_id01098_wavtolip_audio_noise.mp4,FakeVideo-RealAudio,audio_noise,1,real,False,0.5087890625,0.023694469460418588,0.4117701438920837
00028_id00325_4vJtbNe0L98_clean.mp4,FakeVideo-RealAudio,clean,1,real,False,0.5029296875,0.35673032412823574,0.47368981482564715
00028_id00325_4vJtbNe0L98_video_crf40.mp4,FakeVideo-RealAudio,video_crf40,1,real,False,0.50537109375,0.14600840608016363,0.4334985562160327
00028_id00325_4vJtbNe0L98_video_360p.mp4,FakeVideo-RealAudio,video_360p,1,real,False,0.493408203125,0.20176247121287297,0.43507905674257463
00028_id00325_4vJtbNe0L98_video_dark.mp4,FakeVideo-RealAudio,video_dark,1,real,False,0.51513671875,0.3884188506000743,0.4897931451200149
00028_id00325_4vJtbNe0L98_audio_aac_32k.mp4,FakeVideo-RealAudio,audio_aac_32k,1,real,False,0.50244140625,0.35673032412823574,0.47329918982564717
00028_id00325_4vJtbNe0L98_audio_noise.mp4,FakeVideo-RealAudio,audio_noise,1,real,False,0.51123046875,0.35673032412823574,0.48033043982564716
00281_id03815_wavtolip_clean.mp4,FakeVideo-RealAudio,clean,1,fake,True,1.0,0.11433645218533674,0.8228672904370674
00281_id03815_wavtolip_video_crf40.mp4,FakeVideo-RealAudio,video_crf40,1,fake,True,1.0,0.2740031692988527,0.8548006338597706
00281_id03815_wavtolip_video_360p.mp4,FakeVideo-RealAudio,video_360p,1,fake,True,1.0,0.04402823903341612,0.8088056478066833
00281_id03815_wavtolip_video_dark.mp4,FakeVideo-RealAudio,video_dark,1,fake,True,1.0,0.0,0.8
00281_id03815_wavtolip_audio_aac_32k.mp4,FakeVideo-RealAudio,audio_aac_32k,1,real,False,0.5556640625,0.11433645218533674,0.4673985404370674
00281_id03815_wavtolip_audio_noise.mp4,FakeVideo-RealAudio,audio_noise,1,real,False,0.52099609375,0.11433645218533674,0.4396641654370674
00043_id03815_wavtolip_clean.mp4,FakeVideo-RealAudio,clean,1,fake,True,1.0,0.10188126464945778,0.8203762529298916
00043_id03815_wavtolip_video_crf40.mp4,FakeVideo-RealAudio,video_crf40,1,fake,True,1.0,0.23058829718849855,0.8461176594376998
00043_id03815_wavtolip_video_360p.mp4,FakeVideo-RealAudio,video_360p,1,fake,True,1.0,0.09104974306125929,0.8182099486122519
00043_id03815_wavtolip_video_dark.mp4,FakeVideo-RealAudio,video_dark,1,fake,True,1.0,0.0,0.8
00043_id03815_wavtolip_audio_aac_32k.mp4,FakeVideo-RealAudio,audio_aac_32k,1,real,False,0.533203125,0.10188126464945778,0.44693875292989155
00043_id03815_wavtolip_audio_noise.mp4,FakeVideo-RealAudio,audio_noise,1,real,False,0.50390625,0.10188126464945778,0.42350125292989155
00028_fake_clean.mp4,RealVideo-FakeAudio,clean,1,fake,True,1.0,0.6253136966212349,0.925062739324247
00028_fake_video_crf40.mp4,RealVideo-FakeAudio,video_crf40,1,fake,True,1.0,0.7931813504624632,0.9586362700924926
00028_fake_video_360p.mp4,RealVideo-FakeAudio,video_360p,1,fake,True,1.0,0.5774453692207294,0.9154890738441459
00028_fake_video_dark.mp4,RealVideo-FakeAudio,video_dark,1,fake,True,1.0,0.5,0.9
00028_fake_audio_aac_32k.mp4,RealVideo-FakeAudio,audio_aac_32k,1,fake,True,0.5810546875,0.6253136966212349,0.5899064893242469
00028_fake_audio_noise.mp4,RealVideo-FakeAudio,audio_noise,1,fake,True,0.5126953125,0.6253136966212349,0.5352189893242469
00043_fake_clean.mp4,RealVideo-FakeAudio,clean,1,fake,True,1.0,0.12147127941870252,0.8242942558837405
00043_fake_video_crf40.mp4,RealVideo-FakeAudio,video_crf40,1,fake,True,1.0,0.21154338698356312,0.8423086773967127
00043_fake_video_360p.mp4,RealVideo-FakeAudio,video_360p,1,fake,True,1.0,0.11831589297026789,0.8236631785940536
00043_fake_video_dark.mp4,RealVideo-FakeAudio,video_dark,1,fake,True,1.0,0.0,0.8
00043_fake_audio_aac_32k.mp4,RealVideo-FakeAudio,audio_aac_32k,1,fake,True,0.75830078125,0.12147127941870252,0.6309348808837405
00043_fake_audio_noise.mp4,RealVideo-FakeAudio,audio_noise,1,real,False,0.5,0.12147127941870252,0.42429425588374053
00053_fake_clean.mp4,RealVideo-FakeAudio,clean,1,fake,True,1.0,0.0,0.8
00053_fake_video_crf40.mp4,RealVideo-FakeAudio,video_crf40,1,fake,True,1.0,0.027734782254789668,0.805546956450958
00053_fake_video_360p.mp4,RealVideo-FakeAudio,video_360p,1,fake,True,1.0,0.0,0.8
00053_fake_video_dark.mp4,RealVideo-FakeAudio,video_dark,1,fake,True,1.0,0.16633463965425316,0.8332669279308507
00053_fake_audio_aac_32k.mp4,RealVideo-FakeAudio,audio_aac_32k,1,fake,True,0.67578125,0.0,0.540625
00053_fake_audio_noise.mp4,RealVideo-FakeAudio,audio_noise,1,real,False,0.521484375,0.0,0.41718750000000004
00040_fake_clean.mp4,RealVideo-FakeAudio,clean,1,fake,True,1.0,0.06346219096610763,0.8126924381932216
00040_fake_video_crf40.mp4,RealVideo-FakeAudio,video_crf40,1,fake,True,1.0,0.18118702270189596,0.8362374045403792
00040_fake_video_360p.mp4,RealVideo-FakeAudio,video_360p,1,fake,True,1.0,0.05869141709938676,0.8117382834198774
00040_fake_video_dark.mp4,RealVideo-FakeAudio,video_dark,1,fake,True,1.0,0.031734764016144584,0.806346952803229
00040_fake_audio_aac_32k.mp4,RealVideo-FakeAudio,audio_aac_32k,1,fake,True,0.6982421875,0.06346219096610763,0.5712861881932215
00040_fake_audio_noise.mp4,RealVideo-FakeAudio,audio_noise,1,real,False,0.498291015625,0.06346219096610763,0.41132525069322157
00028_fake_clean.mp4,RealVideo-FakeAudio,clean,1,fake,True,1.0,0.6253136966212349,0.925062739324247
00028_fake_video_crf40.mp4,RealVideo-FakeAudio,video_crf40,1,fake,True,1.0,0.7931813504624632,0.9586362700924926
00028_fake_video_360p.mp4,RealVideo-FakeAudio,video_360p,1,fake,True,1.0,0.5774453692207294,0.9154890738441459
00028_fake_video_dark.mp4,RealVideo-FakeAudio,video_dark,1,fake,True,1.0,0.5,0.9
00028_fake_audio_aac_32k.mp4,RealVideo-FakeAudio,audio_aac_32k,1,fake,True,0.5810546875,0.6253136966212349,0.5899064893242469
00028_fake_audio_noise.mp4,RealVideo-FakeAudio,audio_noise,1,fake,True,0.5126953125,0.6253136966212349,0.5352189893242469
00014_fake_clean.mp4,RealVideo-FakeAudio,clean,1,fake,True,1.0,0.7270795308708077,0.9454159061741616
00014_fake_video_crf40.mp4,RealVideo-FakeAudio,video_crf40,1,fake,True,1.0,0.4275170132826129,0.8855034026565226
00014_fake_video_360p.mp4,RealVideo-FakeAudio,video_360p,1,fake,True,1.0,0.636899146972309,0.9273798293944618
